SGD_name	Genes	gene_biotype	start_position	end_position	strand	length	status	chromosome_name	status_description
S000002288	YDL130W	ORF	229906	230527	1	622	Verified	IV	Active
S000002289	YDL131W	ORF	227393	228715	1	1323	Verified	IV	Active
S000002290	YDL132W	ORF	224304	226751	1	2448	Verified	IV	Active
S000002291	YDL133W	ORF	222427	223740	1	1314	Verified	IV	Active
S000002292	YDL134C	ORF	219662	220771	-1	1110	Verified	IV	Active
S000002293	YDL133C-A	ORF	221724	221801	-1	78	Verified	IV	Active
S000002294	YDL135C	ORF	218680	219288	-1	609	Verified	IV	Active
S000002295	YDL136W	ORF	217600	218367	1	768	Verified	IV	Active
S000002296	YDL137W	ORF	216529	217074	1	546	Verified	IV	Active
S000002297	YDL138W	ORF	213351	215642	1	2292	Verified	IV	Active
S000002298	YDL139C	ORF	211375	212046	-1	672	Verified	IV	Active
S000002299	YDL140C	ORF	205360	210561	-1	5202	Verified	IV	Active
S000002300	YDL141W	ORF	203039	205111	1	2073	Verified	IV	Active
S000002301	YDL142C	ORF	201719	202570	-1	852	Verified	IV	Active
S000002302	YDL143W	ORF	199996	201582	1	1587	Verified	IV	Active
S000002303	YDL144C	ORF	198662	199732	-1	1071	Verified	IV	Active
S000002304	YDL145C	ORF	194571	198176	-1	3606	Verified	IV	Active
S000002305	YDL146W	ORF	192750	194225	1	1476	Verified	IV	Active
S000002306	YDL147W	ORF	190924	192261	1	1338	Verified	IV	Active
S000002307	YDL148C	ORF	188154	190586	-1	2433	Verified	IV	Active
S000002308	YDL149W	ORF	184925	187918	1	2994	Verified	IV	Active
S000002309	YDL150W	ORF	183343	184611	1	1269	Verified	IV	Active
S000002312	YDL153C	ORF	181186	183018	-1	1833	Verified	IV	Active
S000002313	YDL154W	ORF	178334	181039	1	2706	Verified	IV	Active
S000002314	YDL155W	ORF	176773	178056	1	1284	Verified	IV	Active
S000002315	YDL156W	ORF	174918	176486	1	1569	Verified	IV	Active
S000002316	YDL157C	ORF	174232	174588	-1	357	Uncharacterized	IV	Active
S000002318	YDL159W	ORF	172481	174028	1	1548	Verified	IV	Active
S000002319	YDL160C	ORF	170410	171930	-1	1521	Verified	IV	Active
S000002320	YDL161W	ORF	167714	169078	1	1365	Verified	IV	Active
S000002323	YDL164C	ORF	164987	167254	-1	2268	Verified	IV	Active
S000002324	YDL165W	ORF	164290	164865	1	576	Verified	IV	Active
S000002325	YDL166C	ORF	163449	164042	-1	594	Verified	IV	Active
S000002326	YDL167C	ORF	160995	163154	-1	2160	Verified	IV	Active
S000002327	YDL168W	ORF	159604	160764	1	1161	Verified	IV	Active
S000002328	YDL169C	ORF	158064	158735	-1	672	Verified	IV	Active
S000002329	YDL170W	ORF	156318	157904	1	1587	Verified	IV	Active
S000002330	YDL171C	ORF	149203	155640	-1	6438	Verified	IV	Active
S000002332	YDL173W	ORF	148191	149078	1	888	Verified	IV	Active
S000002333	YDL174C	ORF	145826	147589	-1	1764	Verified	IV	Active
S000002334	YDL175C	ORF	144484	145518	-1	1035	Verified	IV	Active
S000002335	YDL176W	ORF	142097	144223	1	2127	Verified	IV	Active
S000002336	YDL177C	ORF	141209	141721	-1	513	Uncharacterized	IV	Active
S000002337	YDL178W	ORF	139522	141114	1	1593	Verified	IV	Active
S000002338	YDL179W	ORF	138291	139205	1	915	Verified	IV	Active
S000002339	YDL180W	ORF	135896	137539	1	1644	Uncharacterized	IV	Active
S000002340	YDL181W	ORF	135179	135436	1	258	Verified	IV	Active
S000002341	YDL182W	ORF	133437	134723	1	1287	Verified	IV	Active
S000002342	YDL183C	ORF	130871	131833	-1	963	Verified	IV	Active
S000002343	YDL184C	ORF	130407	130484	-1	78	Verified	IV	Active
S000002344	YDL185W	ORF	126787	130002	1	3216	Verified	IV	Active
S000002345	YDL186W	ORF	125616	126449	1	834	Uncharacterized	IV	Active
S000002347	YDL188C	ORF	123865	124998	-1	1134	Verified	IV	Active
S000002348	YDL189W	ORF	122216	123589	1	1374	Verified	IV	Active
S000002349	YDL190C	ORF	118707	121592	-1	2886	Verified	IV	Active
S000002350	YDL191W	ORF	117664	118517	1	854	Verified	IV	Active
S000002351	YDL192W	ORF	116321	116866	1	546	Verified	IV	Active
S000002352	YDL193W	ORF	114672	115799	1	1128	Verified	IV	Active
S000002353	YDL194W	ORF	111580	114234	1	2655	Verified	IV	Active
S000002354	YDL195W	ORF	107208	111029	1	3822	Verified	IV	Active
S000002356	YDL197C	ORF	104917	106494	-1	1578	Verified	IV	Active
S000002357	YDL198C	ORF	103649	104551	-1	903	Verified	IV	Active
S000002358	YDL199C	ORF	101290	103353	-1	2064	Uncharacterized	IV	Active
S000002359	YDL200C	ORF	100501	101067	-1	567	Verified	IV	Active
S000002360	YDL201W	ORF	99561	100421	1	861	Verified	IV	Active
S000002361	YDL202W	ORF	98475	99224	1	750	Verified	IV	Active
S000002362	YDL203C	ORF	96082	97953	-1	1872	Verified	IV	Active
S000002363	YDL204W	ORF	94605	95786	1	1182	Verified	IV	Active
S000002364	YDL205C	ORF	92762	93745	-1	984	Verified	IV	Active
S000002365	YDL206W	ORF	90176	92464	1	2289	Uncharacterized	IV	Active
S000002366	YDL207W	ORF	88248	89864	1	1617	Verified	IV	Active
S000002367	YDL208W	ORF	87512	87982	1	471	Verified	IV	Active
S000002368	YDL209C	ORF	86207	87226	-1	1020	Verified	IV	Active
S000002369	YDL210W	ORF	84270	85985	1	1716	Verified	IV	Active
S000002370	YDL211C	ORF	79294	80412	-1	1119	Uncharacterized	IV	Active
S000002371	YDL212W	ORF	78426	79058	1	633	Verified	IV	Active
S000002372	YDL213C	ORF	77289	77966	-1	678	Verified	IV	Active
S000002373	YDL214C	ORF	74446	76545	-1	2100	Verified	IV	Active
S000002374	YDL215C	ORF	70640	73918	-1	3279	Verified	IV	Active
S000002375	YDL216C	ORF	68997	70319	-1	1323	Verified	IV	Active
S000002376	YDL217C	ORF	67983	68606	-1	624	Verified	IV	Active
S000002377	YDL218W	ORF	66493	67446	1	954	Uncharacterized	IV	Active
S000002378	YDL219W	ORF	65242	65765	1	524	Verified	IV	Active
S000002379	YDL220C	ORF	62244	65018	-1	2775	Verified	IV	Active
S000002381	YDL222C	ORF	60872	61801	-1	930	Verified	IV	Active
S000002382	YDL223C	ORF	57265	60405	-1	3141	Verified	IV	Active
S000002383	YDL224C	ORF	54397	56346	-1	1950	Verified	IV	Active
S000002384	YDL225W	ORF	52445	54100	1	1656	Verified	IV	Active
S000002385	YDL226C	ORF	51115	52173	-1	1059	Verified	IV	Active
S000002386	YDL227C	ORF	46271	48031	-1	1761	Verified	IV	Active
S000002388	YDL229W	ORF	44065	45906	1	1842	Verified	IV	Active
S000002389	YDL230W	ORF	42700	43707	1	1008	Verified	IV	Active
S000002390	YDL231C	ORF	38867	42244	-1	3378	Verified	IV	Active
S000002391	YDL232W	ORF	38487	38597	1	111	Verified	IV	Active
S000002392	YDL233W	ORF	36797	38173	1	1377	Uncharacterized	IV	Active
S000002393	YDL234C	ORF	34237	36477	-1	2241	Verified	IV	Active
S000002394	YDL235C	ORF	33415	33918	-1	504	Verified	IV	Active
S000002395	YDL236W	ORF	32296	33234	1	939	Verified	IV	Active
S000002396	YDL237W	ORF	30657	31829	1	1173	Verified	IV	Active
S000002397	YDL238C	ORF	28985	30454	-1	1470	Verified	IV	Active
S000002398	YDL239C	ORF	26403	28775	-1	2373	Verified	IV	Active
S000002399	YDL240W	ORF	22823	25876	1	3054	Verified	IV	Active
S000002400	YDL241W	ORF	20635	21006	1	372	Uncharacterized	IV	Active
S000002402	YDL243C	ORF	17577	18566	-1	990	Verified	IV	Active
S000002403	YDL244W	ORF	16204	17226	1	1023	Verified	IV	Active
S000002404	YDL245C	ORF	11657	13360	-1	1704	Verified	IV	Active
S000002405	YDL246C	ORF	8683	9756	-1	1074	Verified	IV	Active
S000002406	YDL247W	ORF	5985	7814	1	1830	Verified	IV	Active
S000002407	YDL248W	ORF	1802	2953	1	1152	Verified	IV	Active
S000002408	YDR001C	ORF	450220	452475	-1	2256	Verified	IV	Active
S000002409	YDR002W	ORF	453045	453650	1	606	Verified	IV	Active
S000002410	YDR003W	ORF	454122	454754	1	633	Verified	IV	Active
S000002411	YDR004W	ORF	455201	456583	1	1383	Verified	IV	Active
S000002412	YDR005C	ORF	456836	458103	-1	1268	Verified	IV	Active
S000002413	YDR006C	ORF	458542	461247	-1	2706	Verified	IV	Active
S000002414	YDR007W	ORF	461842	462516	1	675	Verified	IV	Active
S000002416	YDR009W	ORF	463434	464996	1	1563	Verified	IV	Active
S000002418	YDR011W	ORF	465919	470424	1	4506	Verified	IV	Active
S000002419	YDR012W	ORF	471853	472941	1	1089	Verified	IV	Active
S000002420	YDR013W	ORF	473157	473783	1	627	Verified	IV	Active
S000002421	YDR014W	ORF	474046	475989	1	1944	Verified	IV	Active
S000002423	YDR016C	ORF	478474	478758	-1	285	Verified	IV	Active
S000002424	YDR017C	ORF	479115	482267	-1	3153	Verified	IV	Active
S000002425	YDR018C	ORF	482670	483860	-1	1191	Uncharacterized	IV	Active
S000002426	YDR019C	ORF	484163	485365	-1	1203	Verified	IV	Active
S000002427	YDR020C	ORF	485746	486444	-1	699	Uncharacterized	IV	Active
S000002428	YDR021W	ORF	486804	488003	1	1200	Verified	IV	Active
S000002429	YDR022C	ORF	488072	488662	-1	591	Verified	IV	Active
S000002430	YDR023W	ORF	489508	490896	1	1389	Verified	IV	Active
S000002432	YDR025W	ORF	491515	492324	1	810	Verified	IV	Active
S000002433	YDR026C	ORF	492556	494268	-1	1713	Verified	IV	Active
S000002434	YDR027C	ORF	494649	497318	-1	2670	Verified	IV	Active
S000002435	YDR028C	ORF	497835	500879	-1	3045	Verified	IV	Active
S000002437	YDR030C	ORF	501753	503273	-1	1521	Verified	IV	Active
S000002438	YDR031W	ORF	503498	503863	1	366	Verified	IV	Active
S000002439	YDR032C	ORF	504099	504695	-1	597	Verified	IV	Active
S000002440	YDR033W	ORF	508147	509109	1	963	Verified	IV	Active
S000002441	YDR034C	ORF	509737	512109	-1	2373	Verified	IV	Active
S000002442	YDR035W	ORF	521816	522928	1	1113	Verified	IV	Active
S000002443	YDR036C	ORF	523211	524713	-1	1503	Verified	IV	Active
S000002444	YDR037W	ORF	525440	527215	1	1776	Verified	IV	Active
S000002445	YDR038C	ORF	527422	530697	-1	3276	Verified	IV	Active
S000002446	YDR039C	ORF	531307	534582	-1	3276	Verified	IV	Active
S000002447	YDR040C	ORF	535192	538467	-1	3276	Verified	IV	Active
S000002448	YDR041W	ORF	539803	540414	1	612	Verified	IV	Active
S000002449	YDR042C	ORF	540601	541203	-1	603	Uncharacterized	IV	Active
S000002450	YDR043C	ORF	542674	543369	-1	696	Verified	IV	Active
S000002451	YDR044W	ORF	546642	547628	1	987	Verified	IV	Active
S000002452	YDR045C	ORF	547978	548310	-1	333	Verified	IV	Active
S000002453	YDR046C	ORF	548762	550576	-1	1815	Verified	IV	Active
S000002454	YDR047W	ORF	551860	552948	1	1089	Verified	IV	Active
S000002456	YDR049W	ORF	553254	555152	1	1899	Verified	IV	Active
S000002457	YDR050C	ORF	555726	556472	-1	747	Verified	IV	Active
S000002458	YDR051C	ORF	557056	558060	-1	1005	Verified	IV	Active
S000002459	YDR052C	ORF	558511	560625	-1	2115	Verified	IV	Active
S000002461	YDR054C	ORF	561440	562327	-1	888	Verified	IV	Active
S000002462	YDR055W	ORF	563527	564861	1	1335	Verified	IV	Active
S000002463	YDR056C	ORF	565023	565640	-1	618	Uncharacterized	IV	Active
S000002464	YDR057W	ORF	565927	567555	1	1629	Verified	IV	Active
S000002465	YDR058C	ORF	567723	568703	-1	981	Verified	IV	Active
S000002466	YDR059C	ORF	569234	569770	-1	537	Verified	IV	Active
S000002467	YDR060W	ORF	570649	573726	1	3078	Verified	IV	Active
S000002468	YDR061W	ORF	574164	575783	1	1620	Uncharacterized	IV	Active
S000002469	YDR062W	ORF	576474	578159	1	1686	Verified	IV	Active
S000002470	YDR063W	ORF	578663	579112	1	450	Verified	IV	Active
S000002471	YDR064W	ORF	579458	580452	1	995	Verified	IV	Active
S000002472	YDR065W	ORF	580687	581784	1	1098	Verified	IV	Active
S000002473	YDR066C	ORF	581908	582498	-1	591	Verified	IV	Active
S000002474	YDR067C	ORF	582791	583465	-1	675	Uncharacterized	IV	Active
S000002475	YDR068W	ORF	583713	584645	1	933	Verified	IV	Active
S000002476	YDR069C	ORF	584939	587719	-1	2781	Verified	IV	Active
S000002477	YDR070C	ORF	588098	588379	-1	282	Verified	IV	Active
S000002478	YDR071C	ORF	588827	589402	-1	576	Verified	IV	Active
S000002479	YDR072C	ORF	589761	591344	-1	1584	Verified	IV	Active
S000002480	YDR073W	ORF	592439	592948	1	510	Verified	IV	Active
S000002481	YDR074W	ORF	593893	596583	1	2691	Verified	IV	Active
S000002482	YDR075W	ORF	597156	598082	1	927	Verified	IV	Active
S000002483	YDR076W	ORF	598468	599688	1	1221	Verified	IV	Active
S000002484	YDR077W	ORF	600793	601809	1	1017	Verified	IV	Active
S000002485	YDR078C	ORF	602198	602869	-1	672	Verified	IV	Active
S000002486	YDR079W	ORF	603064	603399	1	336	Verified	IV	Active
S000002487	YDR080W	ORF	604008	606986	1	2979	Verified	IV	Active
S000002488	YDR081C	ORF	607304	610081	-1	2778	Verified	IV	Active
S000002489	YDR082W	ORF	610441	611925	1	1485	Verified	IV	Active
S000002490	YDR083W	ORF	612073	613251	1	1179	Verified	IV	Active
S000002491	YDR084C	ORF	613405	614004	-1	600	Verified	IV	Active
S000002492	YDR085C	ORF	614288	616150	-1	1863	Verified	IV	Active
S000002493	YDR086C	ORF	616928	617170	-1	243	Verified	IV	Active
S000002494	YDR087C	ORF	617470	618306	-1	837	Verified	IV	Active
S000002495	YDR088C	ORF	618497	619645	-1	1149	Verified	IV	Active
S000002496	YDR089W	ORF	622112	624721	1	2610	Verified	IV	Active
S000002497	YDR090C	ORF	625066	625998	-1	933	Uncharacterized	IV	Active
S000002498	YDR091C	ORF	626708	628534	-1	1827	Verified	IV	Active
S000002499	YDR092W	ORF	629876	630605	1	730	Verified	IV	Active
S000002500	YDR093W	ORF	631282	636120	1	4839	Verified	IV	Active
S000002503	YDR096W	ORF	637139	639823	1	2685	Verified	IV	Active
S000002504	YDR097C	ORF	640109	643837	-1	3729	Verified	IV	Active
S000002505	YDR098C	ORF	644178	644930	-1	753	Verified	IV	Active
S000002506	YDR099W	ORF	653607	654428	1	822	Verified	IV	Active
S000002507	YDR100W	ORF	655013	655444	1	432	Verified	IV	Active
S000002508	YDR101C	ORF	655686	657467	-1	1782	Verified	IV	Active
S000002510	YDR103W	ORF	658350	661103	1	2754	Verified	IV	Active
S000002511	YDR104C	ORF	661173	664910	-1	3738	Verified	IV	Active
S000002512	YDR105C	ORF	665349	666770	-1	1422	Verified	IV	Active
S000002513	YDR106W	ORF	667004	667858	1	855	Verified	IV	Active
S000002514	YDR107C	ORF	669016	671034	-1	2019	Verified	IV	Active
S000002515	YDR108W	ORF	671269	673365	1	2097	Verified	IV	Active
S000002516	YDR109C	ORF	673520	675667	-1	2148	Uncharacterized	IV	Active
S000002517	YDR110W	ORF	676102	677802	1	1701	Verified	IV	Active
S000002518	YDR111C	ORF	678241	679764	-1	1524	Uncharacterized	IV	Active
S000002520	YDR113C	ORF	680496	681617	-1	1122	Verified	IV	Active
S000002521	YDR114C	ORF	681924	682226	-1	303	Uncharacterized	IV	Active
S000002522	YDR115W	ORF	682175	682492	1	318	Verified	IV	Active
S000002523	YDR116C	ORF	682724	683581	-1	858	Verified	IV	Active
S000002524	YDR117C	ORF	683946	685643	-1	1698	Verified	IV	Active
S000002525	YDR118W	ORF	685882	687840	1	1959	Verified	IV	Active
S000002526	YDR119W	ORF	688227	690533	1	2307	Uncharacterized	IV	Active
S000002527	YDR120C	ORF	691549	693261	-1	1713	Verified	IV	Active
S000002528	YDR121W	ORF	693585	694175	1	591	Verified	IV	Active
S000002529	YDR122W	ORF	694700	697894	1	3195	Verified	IV	Active
S000002530	YDR123C	ORF	698554	699468	-1	915	Verified	IV	Active
S000002531	YDR124W	ORF	700315	701289	1	975	Uncharacterized	IV	Active
S000002532	YDR125C	ORF	701397	702758	-1	1362	Verified	IV	Active
S000002533	YDR126W	ORF	703234	704244	1	1011	Verified	IV	Active
S000002534	YDR127W	ORF	704484	709250	1	4767	Verified	IV	Active
S000002535	YDR128W	ORF	709549	712995	1	3447	Verified	IV	Active
S000002536	YDR129C	ORF	713340	715379	-1	2040	Verified	IV	Active
S000002537	YDR130C	ORF	715747	716622	-1	876	Verified	IV	Active
S000002538	YDR131C	ORF	716790	718460	-1	1671	Verified	IV	Active
S000002539	YDR132C	ORF	718816	720303	-1	1488	Verified	IV	Active
S000002541	YDR134C	blocked_reading_frame	721071	721481	-1	411		IV	Active
S000002542	YDR135C	ORF	723004	727551	-1	4548	Verified	IV	Active
S000002544	YDR137W	ORF	728259	730250	1	1992	Verified	IV	Active
S000002545	YDR138W	ORF	730578	732836	1	2259	Verified	IV	Active
S000002546	YDR139C	ORF	733618	733924	-1	307	Verified	IV	Active
S000002547	YDR140W	ORF	734138	734803	1	666	Verified	IV	Active
S000002548	YDR141C	ORF	734901	739997	-1	5097	Verified	IV	Active
S000002549	YDR142C	ORF	740473	741600	-1	1128	Verified	IV	Active
S000002550	YDR143C	ORF	742042	743874	-1	1833	Verified	IV	Active
S000002551	YDR144C	ORF	744311	746101	-1	1791	Verified	IV	Active
S000002552	YDR145W	ORF	746738	748357	1	1620	Verified	IV	Active
S000002553	YDR146C	ORF	748613	750742	-1	2130	Verified	IV	Active
S000002554	YDR147W	ORF	751631	753235	1	1605	Verified	IV	Active
S000002555	YDR148C	ORF	753675	755066	-1	1392	Verified	IV	Active
S000002557	YDR150W	ORF	755628	763874	1	8247	Verified	IV	Active
S000002558	YDR151C	ORF	764178	765155	-1	978	Verified	IV	Active
S000002559	YDR152W	ORF	765706	766503	1	798	Verified	IV	Active
S000002560	YDR153C	ORF	766736	767971	-1	1236	Verified	IV	Active
S000002562	YDR155C	ORF	768512	769000	-1	489	Verified	IV	Active
S000002563	YDR156W	ORF	769525	769938	1	414	Verified	IV	Active
S000002565	YDR158W	ORF	770357	771454	1	1098	Verified	IV	Active
S000002566	YDR159W	ORF	771877	775782	1	3906	Verified	IV	Active
S000002567	YDR160W	ORF	776163	778721	1	2559	Verified	IV	Active
S000002568	YDR161W	ORF	779043	780206	1	1164	Verified	IV	Active
S000002569	YDR162C	ORF	780390	781100	-1	711	Verified	IV	Active
S000002570	YDR163W	ORF	781423	781950	1	528	Verified	IV	Active
S000002571	YDR164C	ORF	782041	784215	-1	2175	Verified	IV	Active
S000002572	YDR165W	ORF	784871	786205	1	1335	Verified	IV	Active
S000002573	YDR166C	ORF	786306	789221	-1	2916	Verified	IV	Active
S000002574	YDR167W	ORF	789449	790069	1	621	Verified	IV	Active
S000002575	YDR168W	ORF	790328	791848	1	1521	Verified	IV	Active
S000002576	YDR169C	ORF	792348	793889	-1	1542	Verified	IV	Active
S000002577	YDR170C	ORF	796193	802222	-1	6030	Verified	IV	Active
S000002578	YDR171W	ORF	806621	807748	1	1128	Verified	IV	Active
S000002579	YDR172W	ORF	808324	810381	1	2058	Verified	IV	Active
S000002580	YDR173C	ORF	810565	811632	-1	1068	Verified	IV	Active
S000002581	YDR174W	ORF	812110	812850	1	741	Verified	IV	Active
S000002582	YDR175C	ORF	813193	814152	-1	960	Verified	IV	Active
S000002583	YDR176W	ORF	814452	816560	1	2109	Verified	IV	Active
S000002584	YDR177W	ORF	816878	817525	1	648	Verified	IV	Active
S000002585	YDR178W	ORF	817950	818495	1	546	Verified	IV	Active
S000002586	YDR179C	ORF	818708	819196	-1	489	Verified	IV	Active
S000002587	YDR179W-A	ORF	819433	820824	1	1392	Verified	IV	Active
S000002588	YDR180W	ORF	821295	825776	1	4482	Verified	IV	Active
S000002589	YDR181C	ORF	825910	827355	-1	1446	Verified	IV	Active
S000002590	YDR182W	ORF	827582	829057	1	1476	Verified	IV	Active
S000002591	YDR183W	ORF	829585	830277	1	693	Verified	IV	Active
S000002592	YDR184C	ORF	830629	831513	-1	885	Verified	IV	Active
S000002593	YDR185C	ORF	831934	832473	-1	540	Verified	IV	Active
S000002594	YDR186C	ORF	832859	835492	-1	2634	Verified	IV	Active
S000002596	YDR188W	ORF	836421	838061	1	1641	Verified	IV	Active
S000002597	YDR189W	ORF	838392	840392	1	2001	Verified	IV	Active
S000002598	YDR190C	ORF	840604	841995	-1	1392	Verified	IV	Active
S000002599	YDR191W	ORF	842337	843449	1	1113	Verified	IV	Active
S000002600	YDR192C	ORF	843569	844861	-1	1293	Verified	IV	Active
S000002602	YDR194C	ORF	845952	847946	-1	1995	Verified	IV	Active
S000002603	YDR195W	ORF	848599	850200	1	1602	Verified	IV	Active
S000002604	YDR196C	ORF	850274	850999	-1	726	Verified	IV	Active
S000002605	YDR197W	ORF	851228	852397	1	1170	Verified	IV	Active
S000002606	YDR198C	ORF	852533	853972	-1	1440	Verified	IV	Active
S000002608	YDR200C	ORF	854279	856093	-1	1815	Verified	IV	Active
S000002609	YDR201W	ORF	856317	856814	1	498	Verified	IV	Active
S000002610	YDR202C	ORF	856898	857953	-1	1056	Verified	IV	Active
S000002612	YDR204W	ORF	858137	859144	1	1008	Verified	IV	Active
S000002613	YDR205W	ORF	859346	861520	1	2175	Verified	IV	Active
S000002614	YDR206W	ORF	862054	864708	1	2655	Verified	IV	Active
S000002615	YDR207C	ORF	865012	867522	-1	2511	Verified	IV	Active
S000002616	YDR208W	ORF	868224	870563	1	2340	Verified	IV	Active
S000002618	YDR210W	ORF	871074	871301	1	228	Uncharacterized	IV	Active
S000002619	YDR211W	ORF	884727	886865	1	2139	Verified	IV	Active
S000002620	YDR212W	ORF	887232	888911	1	1680	Verified	IV	Active
S000002621	YDR213W	ORF	889751	892492	1	2742	Verified	IV	Active
S000002622	YDR214W	ORF	892875	893927	1	1053	Verified	IV	Active
S000002624	YDR216W	ORF	895035	899006	1	3972	Verified	IV	Active
S000002625	YDR217C	ORF	899551	903480	-1	3930	Verified	IV	Active
S000002626	YDR218C	ORF	903781	905052	-1	1272	Verified	IV	Active
S000002627	YDR219C	ORF	905455	906852	-1	1398	Verified	IV	Active
S000002629	YDR221W	ORF	907330	909438	1	2109	Verified	IV	Active
S000002630	YDR222W	ORF	910054	911301	1	1248	Uncharacterized	IV	Active
S000002631	YDR223W	ORF	912099	913502	1	1404	Verified	IV	Active
S000002632	YDR224C	ORF	914317	914712	-1	396	Verified	IV	Active
S000002633	YDR225W	ORF	915530	915928	1	399	Verified	IV	Active
S000002634	YDR226W	ORF	916486	917154	1	669	Verified	IV	Active
S000002635	YDR227W	ORF	917571	921647	1	4077	Verified	IV	Active
S000002636	YDR228C	ORF	921926	923806	-1	1881	Verified	IV	Active
S000002637	YDR229W	ORF	924785	926146	1	1362	Verified	IV	Active
S000002639	YDR231C	ORF	926293	926910	-1	618	Verified	IV	Active
S000002640	YDR232W	ORF	927452	929098	1	1647	Verified	IV	Active
S000002641	YDR233C	ORF	929470	930357	-1	888	Verified	IV	Active
S000002642	YDR234W	ORF	931129	933210	1	2082	Verified	IV	Active
S000002643	YDR235W	ORF	933504	935138	1	1635	Verified	IV	Active
S000002644	YDR236C	ORF	935236	935892	-1	657	Verified	IV	Active
S000002645	YDR237W	ORF	936615	937493	1	879	Verified	IV	Active
S000002646	YDR238C	ORF	937895	940816	-1	2922	Verified	IV	Active
S000002647	YDR239C	ORF	941057	943420	-1	2364	Verified	IV	Active
S000002648	YDR240C	ORF	943674	945152	-1	1479	Verified	IV	Active
S000002650	YDR242W	ORF	946807	948456	1	1650	Verified	IV	Active
S000002651	YDR243C	ORF	948518	950284	-1	1767	Verified	IV	Active
S000002652	YDR244W	ORF	950563	952401	1	1839	Verified	IV	Active
S000002653	YDR245W	ORF	952800	953981	1	1182	Verified	IV	Active
S000002654	YDR246W	ORF	954288	954947	1	660	Verified	IV	Active
S000002655	YDR247W	ORF	956013	957398	1	1386	Verified	IV	Active
S000002656	YDR248C	ORF	957758	958339	-1	582	Uncharacterized	IV	Active
S000002657	YDR249C	ORF	958681	959802	-1	1122	Uncharacterized	IV	Active
S000002659	YDR251W	ORF	960614	963106	1	2493	Verified	IV	Active
S000002660	YDR252W	ORF	963412	963861	1	450	Verified	IV	Active
S000002661	YDR253C	ORF	963990	964565	-1	576	Verified	IV	Active
S000002662	YDR254W	ORF	965113	966489	1	1377	Verified	IV	Active
S000002663	YDR255C	ORF	966557	967822	-1	1266	Verified	IV	Active
S000002664	YDR256C	ORF	968133	969680	-1	1548	Verified	IV	Active
S000002665	YDR257C	ORF	969990	971474	-1	1485	Verified	IV	Active
S000002666	YDR258C	ORF	971808	974243	-1	2436	Verified	IV	Active
S000002667	YDR259C	ORF	974631	975782	-1	1152	Verified	IV	Active
S000002668	YDR260C	ORF	976717	977229	-1	513	Verified	IV	Active
S000002669	YDR261C	ORF	977521	979209	-1	1689	Verified	IV	Active
S000002670	YDR262W	ORF	993134	993952	1	819	Uncharacterized	IV	Active
S000002671	YDR263C	ORF	994242	995534	-1	1293	Verified	IV	Active
S000002672	YDR264C	ORF	996029	998323	-1	2295	Verified	IV	Active
S000002673	YDR265W	ORF	998864	999877	1	1014	Verified	IV	Active
S000002674	YDR266C	ORF	1000104	1002023	-1	1920	Verified	IV	Active
S000002675	YDR267C	ORF	1002510	1003502	-1	993	Verified	IV	Active
S000002676	YDR268W	ORF	1004004	1005143	1	1140	Verified	IV	Active
S000002678	YDR270W	ORF	1005675	1008689	1	3015	Verified	IV	Active
S000002680	YDR272W	ORF	1009010	1009834	1	825	Verified	IV	Active
S000002681	YDR273W	ORF	1010176	1011273	1	1098	Verified	IV	Active
S000002683	YDR275W	ORF	1012252	1012959	1	708	Verified	IV	Active
S000002684	YDR276C	ORF	1013476	1013643	-1	168	Verified	IV	Active
S000002685	YDR277C	ORF	1014401	1015702	-1	1302	Verified	IV	Active
S000002687	YDR279W	ORF	1019368	1020420	1	1053	Verified	IV	Active
S000002688	YDR280W	ORF	1020747	1021664	1	918	Verified	IV	Active
S000002689	YDR281C	ORF	1022007	1022321	-1	315	Verified	IV	Active
S000002690	YDR282C	ORF	1023511	1024755	-1	1245	Verified	IV	Active
S000002691	YDR283C	ORF	1025070	1030049	-1	4980	Verified	IV	Active
S000002692	YDR284C	ORF	1030550	1031419	-1	870	Verified	IV	Active
S000002693	YDR285W	ORF	1032436	1035063	1	2628	Verified	IV	Active
S000002694	YDR286C	ORF	1035231	1035575	-1	345	Uncharacterized	IV	Active
S000002695	YDR287W	ORF	1035995	1036873	1	879	Verified	IV	Active
S000002696	YDR288W	ORF	1037195	1038106	1	912	Verified	IV	Active
S000002697	YDR289C	ORF	1038280	1039509	-1	1230	Verified	IV	Active
S000002699	YDR291W	ORF	1039728	1042961	1	3234	Verified	IV	Active
S000002700	YDR292C	ORF	1043146	1045011	-1	1866	Verified	IV	Active
S000002701	YDR293C	ORF	1045640	1049392	-1	3753	Verified	IV	Active
S000002702	YDR294C	ORF	1050459	1052228	-1	1770	Verified	IV	Active
S000002703	YDR295C	ORF	1052623	1054647	-1	2025	Verified	IV	Active
S000002704	YDR296W	ORF	1055212	1055892	1	681	Verified	IV	Active
S000002705	YDR297W	ORF	1056551	1057600	1	1050	Verified	IV	Active
S000002706	YDR298C	ORF	1058176	1058814	-1	639	Verified	IV	Active
S000002707	YDR299W	ORF	1059627	1061231	1	1605	Verified	IV	Active
S000002708	YDR300C	ORF	1061505	1062791	-1	1287	Verified	IV	Active
S000002709	YDR301W	ORF	1063352	1067425	1	4074	Verified	IV	Active
S000002710	YDR302W	ORF	1067731	1068390	1	660	Verified	IV	Active
